ID,都道府県コード,都道府県名,地方,年齢5歳階級,年齢,年齢（数値）,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
106879,19,山梨県,中部,86歳以上,80歳以上,80,昭和,20,1945,999,320,679
106880,19,山梨県,中部,総数,総数,0,昭和,25,1950,811369,393550,417819
106881,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,25,1950,102933,52357,50576
106882,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,25,1950,98594,49997,48597
106883,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,25,1950,96982,48957,48025
106884,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,25,1950,84367,42462,41905
106885,19,山梨県,中部,20〜24歳,20代,20,昭和,25,1950,70613,33742,36871
106886,19,山梨県,中部,25〜29歳,20代,20,昭和,25,1950,55529,24826,30703
106887,19,山梨県,中部,30〜34歳,30代,30,昭和,25,1950,47739,21428,26311
106888,19,山梨県,中部,35〜39歳,30代,30,昭和,25,1950,46272,21166,25106
106889,19,山梨県,中部,40〜44歳,40代,40,昭和,25,1950,42474,20444,22030
106890,19,山梨県,中部,45〜49歳,40代,40,昭和,25,1950,38485,19003,19482
106891,19,山梨県,中部,50〜54歳,50代,50,昭和,25,1950,31577,15723,15854
106892,19,山梨県,中部,55〜59歳,50代,50,昭和,25,1950,26764,13043,13721
106893,19,山梨県,中部,60〜64歳,60代,60,昭和,25,1950,24908,11742,13166
106894,19,山梨県,中部,65〜69歳,60代,60,昭和,25,1950,19067,8498,10569
106895,19,山梨県,中部,70〜74歳,70代,70,昭和,25,1950,13884,5978,7906
106896,19,山梨県,中部,75〜79歳,70代,70,昭和,25,1950,7072,2828,4244
106897,19,山梨県,中部,80歳以上,80歳以上,80,昭和,25,1950,3871,1242,2629
106898,19,山梨県,中部,総数,総数,0,昭和,30,1955,807044,390205,416839
106899,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,30,1955,84930,43551,41379
106900,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,30,1955,98229,50016,48213
106901,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,30,1955,94819,48013,46806
106902,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,30,1955,78500,37970,40530
106903,19,山梨県,中部,20〜24歳,20代,20,昭和,30,1955,68200,31230,36970
106904,19,山梨県,中部,25〜29歳,20代,20,昭和,30,1955,62183,30706,31477
106905,19,山梨県,中部,30〜34歳,30代,30,昭和,30,1955,51519,23542,27977
106906,19,山梨県,中部,35〜39歳,30代,30,昭和,30,1955,45190,20431,24759
106907,19,山梨県,中部,40〜44歳,40代,40,昭和,30,1955,43540,20041,23499
106908,19,山梨県,中部,45〜49歳,40代,40,昭和,30,1955,40249,19400,20849
106909,19,山梨県,中部,50〜54歳,50代,50,昭和,30,1955,36073,17768,18305
106910,19,山梨県,中部,55〜59歳,50代,50,昭和,30,1955,29205,14468,14737
106911,19,山梨県,中部,60〜64歳,60代,60,昭和,30,1955,24000,11551,12449
106912,19,山梨県,中部,65〜69歳,60代,60,昭和,30,1955,20985,9662,11323
106913,19,山梨県,中部,70〜74歳,70代,70,昭和,30,1955,14767,6282,8485
106914,19,山梨県,中部,75〜79歳,70代,70,昭和,30,1955,9345,3736,5609
106915,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,30,1955,3867,1406,2461
106916,19,山梨県,中部,85歳以上,80歳以上,80,昭和,30,1955,1436,428,1008
106917,19,山梨県,中部,総数,総数,0,昭和,35,1960,782062,379057,403005
106918,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,35,1960,67272,34496,32776
106919,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,35,1960,83265,42618,40647
106920,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,35,1960,96190,48940,47250
106921,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,35,1960,70753,33983,36770
106922,19,山梨県,中部,20〜24歳,20代,20,昭和,35,1960,58723,26626,32097
106923,19,山梨県,中部,25〜29歳,20代,20,昭和,35,1960,59000,28866,30134
106924,19,山梨県,中部,30〜34歳,30代,30,昭和,35,1960,58380,29652,28728
106925,19,山梨県,中部,35〜39歳,30代,30,昭和,35,1960,50176,23188,26988
106926,19,山梨県,中部,40〜44歳,40代,40,昭和,35,1960,43808,20054,23754
106927,19,山梨県,中部,45〜49歳,40代,40,昭和,35,1960,41938,19437,22501
106928,19,山梨県,中部,50〜54歳,50代,50,昭和,35,1960,38320,18528,19792
106929,19,山梨県,中部,55〜59歳,50代,50,昭和,35,1960,33579,16485,17094
106930,19,山梨県,中部,60〜64歳,60代,60,昭和,35,1960,26356,12864,13492
106931,19,山梨県,中部,65〜69歳,60代,60,昭和,35,1960,20513,9580,10933
106932,19,山梨県,中部,70〜74歳,70代,70,昭和,35,1960,16366,7213,9153
106933,19,山梨県,中部,75〜79歳,70代,70,昭和,35,1960,10171,3999,6172
106934,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,35,1960,5250,1922,3328
106935,19,山梨県,中部,85歳以上,80歳以上,80,昭和,35,1960,2002,606,1396
106936,19,山梨県,中部,総数,総数,0,昭和,40,1965,763194,367739,395455
106937,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,40,1965,61233,31283,29950
106938,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,40,1965,66380,33907,32473
106939,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,40,1965,82168,41786,40382
106940,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,40,1965,80103,38873,41230
106941,19,山梨県,中部,20〜24歳,20代,20,昭和,40,1965,54395,24121,30274
106942,19,山梨県,中部,25〜29歳,20代,20,昭和,40,1965,51302,24572,26730
106943,19,山梨県,中部,30〜34歳,30代,30,昭和,40,1965,55422,27622,27800
106944,19,山梨県,中部,35〜39歳,30代,30,昭和,40,1965,56569,28624,27945
106945,19,山梨県,中部,40〜44歳,40代,40,昭和,40,1965,48246,22081,26165
106946,19,山梨県,中部,45〜49歳,40代,40,昭和,40,1965,42041,19028,23013
106947,19,山梨県,中部,50〜54歳,50代,50,昭和,40,1965,39589,18177,21412
106948,19,山梨県,中部,55〜59歳,50代,50,昭和,40,1965,35718,17202,18516
106949,19,山梨県,中部,60〜64歳,60代,60,昭和,40,1965,30461,14680,15781
106950,19,山梨県,中部,65〜69歳,60代,60,昭和,40,1965,22798,10806,11992
106951,19,山梨県,中部,70〜74歳,70代,70,昭和,40,1965,16584,7399,9185
106952,19,山梨県,中部,75〜79歳,70代,70,昭和,40,1965,11543,4697,6846
106953,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,40,1965,5874,2060,3814
106954,19,山梨県,中部,85歳以上,80歳以上,80,昭和,40,1965,2768,821,1947
106955,19,山梨県,中部,総数,総数,0,昭和,45,1970,762029,366925,395104
106956,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,45,1970,60238,30968,29270
106957,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,45,1970,62005,31761,30244
106958,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,45,1970,66206,33833,32373
106959,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,45,1970,69646,33481,36165
106960,19,山梨県,中部,20〜24歳,20代,20,昭和,45,1970,62876,28785,34091
106961,19,山梨県,中部,25〜29歳,20代,20,昭和,45,1970,52234,25172,27062
106962,19,山梨県,中部,30〜34歳,30代,30,昭和,45,1970,51531,25524,26007
106963,19,山梨県,中部,35〜39歳,30代,30,昭和,45,1970,55386,27577,27809
106964,19,山梨県,中部,40〜44歳,40代,40,昭和,45,1970,55188,27829,27359
106965,19,山梨県,中部,45〜49歳,40代,40,昭和,45,1970,47342,21478,25864
106966,19,山梨県,中部,50〜54歳,50代,50,昭和,45,1970,40647,18227,22420
106967,19,山梨県,中部,55〜59歳,50代,50,昭和,45,1970,37418,17012,20406
106968,19,山梨県,中部,60〜64歳,60代,60,昭和,45,1970,32969,15502,17467
106969,19,山梨県,中部,65〜69歳,60代,60,昭和,45,1970,27083,12672,14411
106970,19,山梨県,中部,70〜74歳,70代,70,昭和,45,1970,18826,8531,10295
106971,19,山梨県,中部,75〜79歳,70代,70,昭和,45,1970,12098,5018,7080
106972,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,45,1970,6977,2549,4428
106973,19,山梨県,中部,85歳以上,80歳以上,80,昭和,45,1970,3359,1006,2353
106974,19,山梨県,中部,総数,総数,0,昭和,50,1975,783050,379283,403767
106975,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,50,1975,62471,31867,30604
106976,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,50,1975,61976,31815,30161
106977,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,50,1975,62600,32097,30503
106978,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,50,1975,58612,28982,29630
106979,19,山梨県,中部,20〜24歳,20代,20,昭和,50,1975,54824,25405,29419
106980,19,山梨県,中部,25〜29歳,20代,20,昭和,50,1975,62501,30913,31588
106981,19,山梨県,中部,30〜34歳,30代,30,昭和,50,1975,55071,27515,27556
106982,19,山梨県,中部,35〜39歳,30代,30,昭和,50,1975,53004,26412,26592
106983,19,山梨県,中部,40〜44歳,40代,40,昭和,50,1975,55611,27744,27867
106984,19,山梨県,中部,45〜49歳,40代,40,昭和,50,1975,54969,27627,27342
106985,19,山梨県,中部,50〜54歳,50代,50,昭和,50,1975,46228,20874,25354
106986,19,山梨県,中部,55〜59歳,50代,50,昭和,50,1975,39230,17444,21786
106987,19,山梨県,中部,60〜64歳,60代,60,昭和,50,1975,35920,16099,19821
106988,19,山梨県,中部,65〜69歳,60代,60,昭和,50,1975,30299,13778,16521
106989,19,山梨県,中部,70〜74歳,70代,70,昭和,50,1975,23186,10301,12885
106990,19,山梨県,中部,75〜79歳,70代,70,昭和,50,1975,14500,6101,8399
106991,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,50,1975,7711,2932,4779
106992,19,山梨県,中部,85歳以上,80歳以上,80,昭和,50,1975,4174,1273,2901
106993,19,山梨県,中部,総数,総数,0,昭和,55,1980,804256,391649,412607
106994,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,55,1980,55028,28032,26996
106995,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,55,1980,64265,32825,31440
106996,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,55,1980,62873,32319,30554
106997,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,55,1980,58499,29735,28764
106998,19,山梨県,中部,20〜24歳,20代,20,昭和,55,1980,48220,23318,24902
106999,19,山梨県,中部,25〜29歳,20代,20,昭和,55,1980,56157,27798,28359
107000,19,山梨県,中部,30〜34歳,30代,30,昭和,55,1980,64151,32544,31607
107001,19,山梨県,中部,35〜39歳,30代,30,昭和,55,1980,56273,28162,28111
107002,19,山梨県,中部,40〜44歳,40代,40,昭和,55,1980,53224,26576,26648
107003,19,山梨県,中部,45〜49歳,40代,40,昭和,55,1980,54852,27190,27662
107004,19,山梨県,中部,50〜54歳,50代,50,昭和,55,1980,54173,26975,27198
107005,19,山梨県,中部,55〜59歳,50代,50,昭和,55,1980,45150,20188,24962
107006,19,山梨県,中部,60〜64歳,60代,60,昭和,55,1980,37872,16590,21282
107007,19,山梨県,中部,65〜69歳,60代,60,昭和,55,1980,33483,14646,18837
107008,19,山梨県,中部,70〜74歳,70代,70,昭和,55,1980,26681,11674,15007
107009,19,山梨県,中部,75〜79歳,70代,70,昭和,55,1980,18349,7624,10725
107010,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,55,1980,9565,3672,5893
107011,19,山梨県,中部,85歳以上,80歳以上,80,昭和,55,1980,5260,1664,3596
107012,19,山梨県,中部,総数,総数,0,昭和,60,1985,832832,407910,424922
107013,19,山梨県,中部,0〜4歳,0〜5歳,5,昭和,60,1985,50012,25500,24512
107014,19,山梨県,中部,5〜9歳,6~15歳,6,昭和,60,1985,57236,29239,27997
107015,19,山梨県,中部,10〜14歳,6~15歳,6,昭和,60,1985,65627,33499,32128
107016,19,山梨県,中部,15〜19歳,15~20歳,15,昭和,60,1985,62192,32050,30142
107017,19,山梨県,中部,20〜24歳,20代,20,昭和,60,1985,52479,26511,25968
107018,19,山梨県,中部,25〜29歳,20代,20,昭和,60,1985,50729,25455,25274
107019,19,山梨県,中部,30〜34歳,30代,30,昭和,60,1985,58818,29947,28871
107020,19,山梨県,中部,35〜39歳,30代,30,昭和,60,1985,66483,33934,32549
107021,19,山梨県,中部,40〜44歳,40代,40,昭和,60,1985,57160,28782,28378
107022,19,山梨県,中部,45〜49歳,40代,40,昭和,60,1985,53095,26588,26507
107023,19,山梨県,中部,50〜54歳,50代,50,昭和,60,1985,54290,26784,27506
107024,19,山梨県,中部,55〜59歳,50代,50,昭和,60,1985,53161,26178,26983
107025,19,山梨県,中部,60〜64歳,60代,60,昭和,60,1985,43852,19369,24483
107026,19,山梨県,中部,65〜69歳,60代,60,昭和,60,1985,35709,15256,20453
107027,19,山梨県,中部,70〜74歳,70代,70,昭和,60,1985,30234,12729,17505
107028,19,山梨県,中部,75〜79歳,70代,70,昭和,60,1985,21885,8967,12918
107029,19,山梨県,中部,80〜84歳,80歳以上,80,昭和,60,1985,12817,4863,7954
107030,19,山梨県,中部,85歳以上,80歳以上,80,昭和,60,1985,7045,2254,4791
107031,19,山梨県,中部,総数,総数,0,平成,2,1990,852966,418701,434265
107032,19,山梨県,中部,0〜4歳,0〜5歳,5,平成,2,1990,46026,23526,22500
107033,19,山梨県,中部,5〜9歳,6~15歳,6,平成,2,1990,51715,26408,25307
107034,19,山梨県,中部,10〜14歳,6~15歳,6,平成,2,1990,58108,29614,28494
107035,19,山梨県,中部,15〜19歳,15~20歳,15,平成,2,1990,65121,33776,31345
107036,19,山梨県,中部,20〜24歳,20代,20,平成,2,1990,55825,28206,27619
107037,19,山梨県,中部,25〜29歳,20代,20,平成,2,1990,53290,26969,26321
107038,19,山梨県,中部,30〜34歳,30代,30,平成,2,1990,52622,26716,25906
107039,19,山梨県,中部,35〜39歳,30代,30,平成,2,1990,60533,30971,29562
107040,19,山梨県,中部,40〜44歳,40代,40,平成,2,1990,67537,34597,32940
107041,19,山梨県,中部,45〜49歳,40代,40,平成,2,1990,57083,28814,28269
107042,19,山梨県,中部,50〜54歳,50代,50,平成,2,1990,52698,26284,26414
107043,19,山梨県,中部,55〜59歳,50代,50,平成,2,1990,53345,26046,27299
107044,19,山梨県,中部,60〜64歳,60代,60,平成,2,1990,51751,25134,26617
107045,19,山梨県,中部,65〜69歳,60代,60,平成,2,1990,41819,18050,23769
107046,19,山梨県,中部,70〜74歳,70代,70,平成,2,1990,32781,13530,19251
107047,19,山梨県,中部,75〜79歳,70代,70,平成,2,1990,25745,10292,15453
107048,19,山梨県,中部,80〜84歳,80歳以上,80,平成,2,1990,16183,6034,10149
107049,19,山梨県,中部,85歳以上,80歳以上,80,平成,2,1990,10055,3226,6829
107050,19,山梨県,中部,総数,総数,0,平成,7,1995,881996,434707,447289
107051,19,山梨県,中部,0〜4歳,0〜5歳,5,平成,7,1995,45132,23145,21987
107052,19,山梨県,中部,5〜9歳,6~15歳,6,平成,7,1995,48172,24614,23558
107053,19,山梨県,中部,10〜14歳,6~15歳,6,平成,7,1995,52744,26863,25881
107054,19,山梨県,中部,15〜19歳,15~20歳,15,平成,7,1995,58100,29945,28155
107055,19,山梨県,中部,20〜24歳,20代,20,平成,7,1995,62612,32721,29891
107056,19,山梨県,中部,25〜29歳,20代,20,平成,7,1995,59008,30174,28834
107057,19,山梨県,中部,30〜34歳,30代,30,平成,7,1995,56583,28975,27608
107058,19,山梨県,中部,35〜39歳,30代,30,平成,7,1995,55317,28320,26997
107059,19,山梨県,中部,40〜44歳,40代,40,平成,7,1995,62445,32185,30260
107060,19,山梨県,中部,45〜49歳,40代,40,平成,7,1995,68465,35288,33177
107061,19,山梨県,中部,50〜54歳,50代,50,平成,7,1995,57467,28958,28509
107062,19,山梨県,中部,55〜59歳,50代,50,平成,7,1995,52378,25907,26471
107063,19,山梨県,中部,60〜64歳,60代,60,平成,7,1995,52346,25144,27202
107064,19,山梨県,中部,65〜69歳,60代,60,平成,7,1995,49443,23455,25988
107065,19,山梨県,中部,70〜74歳,70代,70,平成,7,1995,38947,16242,22705
107066,19,山梨県,中部,75〜79歳,70代,70,平成,7,1995,28610,11137,17473
107067,19,山梨県,中部,80〜84歳,80歳以上,80,平成,7,1995,19964,7248,12716
107068,19,山梨県,中部,85歳以上,80歳以上,80,平成,7,1995,14184,4330,9854
107069,19,山梨県,中部,総数,総数,0,平成,12,2000,888172,436837,451335
107070,19,山梨県,中部,0〜4歳,0〜5歳,5,平成,12,2000,43200,22301,20899
107071,19,山梨県,中部,5〜9歳,6~15歳,6,平成,12,2000,45913,23609,22304
107072,19,山梨県,中部,10〜14歳,6~15歳,6,平成,12,2000,48481,24778,23703
107073,19,山梨県,中部,15〜19歳,15~20歳,15,平成,12,2000,52159,27007,25152
107074,19,山梨県,中部,20〜24歳,20代,20,平成,12,2000,53198,27424,25774
107075,19,山梨県,中部,25〜29歳,20代,20,平成,12,2000,61271,31629,29642
107076,19,山梨県,中部,30〜34歳,30代,30,平成,12,2000,59320,30401,28919
107077,19,山梨県,中部,35〜39歳,30代,30,平成,12,2000,57400,29361,28039
107078,19,山梨県,中部,40〜44歳,40代,40,平成,12,2000,55623,28450,27173
107079,19,山梨県,中部,45〜49歳,40代,40,平成,12,2000,62034,31836,30198
107080,19,山梨県,中部,50〜54歳,50代,50,平成,12,2000,67603,34465,33138
107081,19,山梨県,中部,55〜59歳,50代,50,平成,12,2000,56711,28082,28629
107082,19,山梨県,中部,60〜64歳,60代,60,平成,12,2000,51448,24955,26493
107083,19,山梨県,中部,65〜69歳,60代,60,平成,12,2000,50161,23552,26609
107084,19,山梨県,中部,70〜74歳,70代,70,平成,12,2000,46136,21152,24984
107085,19,山梨県,中部,75〜79歳,70代,70,平成,12,2000,34618,13641,20977
107086,19,山梨県,中部,80〜84歳,80歳以上,80,平成,12,2000,23062,8190,14872
107087,19,山梨県,中部,85歳以上,80歳以上,80,平成,12,2000,19603,5840,13763
107088,19,山梨県,中部,総数,総数,0,平成,17,2005,884515,433569,450946
107089,19,山梨県,中部,0〜4歳,0〜5歳,5,平成,17,2005,38490,19877,18613
107090,19,山梨県,中部,5〜9歳,6~15歳,6,平成,17,2005,43319,22393,20926
107091,19,山梨県,中部,10〜14歳,6~15歳,6,平成,17,2005,45818,23500,22318
107092,19,山梨県,中部,15〜19歳,15~20歳,15,平成,17,2005,48072,24660,23412
107093,19,山梨県,中部,20〜24歳,20代,20,平成,17,2005,47312,24411,22901
107094,19,山梨県,中部,25〜29歳,20代,20,平成,17,2005,51221,26192,25029
107095,19,山梨県,中部,30〜34歳,30代,30,平成,17,2005,61001,31473,29528
107096,19,山梨県,中部,35〜39歳,30代,30,平成,17,2005,58952,30118,28834
107097,19,山梨県,中部,40〜44歳,40代,40,平成,17,2005,56985,29089,27896
107098,19,山梨県,中部,45〜49歳,40代,40,平成,17,2005,54865,27848,27017
107099,19,山梨県,中部,50〜54歳,50代,50,平成,17,2005,61228,31146,30082
107100,19,山梨県,中部,55〜59歳,50代,50,平成,17,2005,66683,33563,33120
107101,19,山梨県,中部,60〜64歳,60代,60,平成,17,2005,56176,27539,28637
107102,19,山梨県,中部,65〜69歳,60代,60,平成,17,2005,49873,23820,26053
107103,19,山梨県,中部,70〜74歳,70代,70,平成,17,2005,47157,21449,25708
107104,19,山梨県,中部,75〜79歳,70代,70,平成,17,2005,41434,18072,23362
107105,19,山梨県,中部,80〜84歳,80歳以上,80,平成,17,2005,28778,10395,18383
107106,19,山梨県,中部,85歳以上,80歳以上,80,平成,17,2005,26338,7576,18762
