ID,都道府県コード,都道府県名,地方,年齢5歳階級,年齢,年齢（数値）,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
114571,39,高知県,中国・四国,0〜4歳,0〜5歳,5,平成,7,1995,35934,18494,17440
114572,39,高知県,中国・四国,5〜9歳,6~15歳,6,平成,7,1995,40849,20653,20196
114573,39,高知県,中国・四国,10〜14歳,6~15歳,6,平成,7,1995,49050,24945,24105
114574,39,高知県,中国・四国,15〜19歳,15~20歳,15,平成,7,1995,51159,26270,24889
114575,39,高知県,中国・四国,20〜24歳,20代,20,平成,7,1995,47147,22842,24305
114576,39,高知県,中国・四国,25〜29歳,20代,20,平成,7,1995,41751,19796,21955
114577,39,高知県,中国・四国,30〜34歳,30代,30,平成,7,1995,44723,21693,23030
114578,39,高知県,中国・四国,35〜39歳,30代,30,平成,7,1995,48430,23816,24614
114579,39,高知県,中国・四国,40〜44歳,40代,40,平成,7,1995,57267,28390,28877
114580,39,高知県,中国・四国,45〜49歳,40代,40,平成,7,1995,69178,34550,34628
114581,39,高知県,中国・四国,50〜54歳,50代,50,平成,7,1995,55202,26578,28624
114582,39,高知県,中国・四国,55〜59歳,50代,50,平成,7,1995,50799,23696,27103
114583,39,高知県,中国・四国,60〜64歳,60代,60,平成,7,1995,56552,26128,30424
114584,39,高知県,中国・四国,65〜69歳,60代,60,平成,7,1995,55203,24901,30302
114585,39,高知県,中国・四国,70〜74歳,70代,70,平成,7,1995,43365,17550,25815
114586,39,高知県,中国・四国,75〜79歳,70代,70,平成,7,1995,30425,11363,19062
114587,39,高知県,中国・四国,80〜84歳,80歳以上,80,平成,7,1995,21622,7220,14402
114588,39,高知県,中国・四国,85歳以上,80歳以上,80,平成,7,1995,17352,5146,12206
114589,39,高知県,中国・四国,総数,総数,0,平成,12,2000,813949,383859,430090
114590,39,高知県,中国・四国,0〜4歳,0〜5歳,5,平成,12,2000,33910,17362,16548
114591,39,高知県,中国・四国,5〜9歳,6~15歳,6,平成,12,2000,36623,18787,17836
114592,39,高知県,中国・四国,10〜14歳,6~15歳,6,平成,12,2000,41207,20904,20303
114593,39,高知県,中国・四国,15〜19歳,15~20歳,15,平成,12,2000,45875,23489,22386
114594,39,高知県,中国・四国,20〜24歳,20代,20,平成,12,2000,43265,21676,21589
114595,39,高知県,中国・四国,25〜29歳,20代,20,平成,12,2000,50959,25283,25676
114596,39,高知県,中国・四国,30〜34歳,30代,30,平成,12,2000,43298,20807,22491
114597,39,高知県,中国・四国,35〜39歳,30代,30,平成,12,2000,45336,22070,23266
114598,39,高知県,中国・四国,40〜44歳,40代,40,平成,12,2000,48646,24005,24641
114599,39,高知県,中国・四国,45〜49歳,40代,40,平成,12,2000,57142,28313,28829
114600,39,高知県,中国・四国,50〜54歳,50代,50,平成,12,2000,68799,34225,34574
114601,39,高知県,中国・四国,55〜59歳,50代,50,平成,12,2000,55033,26180,28853
114602,39,高知県,中国・四国,60〜64歳,60代,60,平成,12,2000,50697,23446,27251
114603,39,高知県,中国・四国,65〜69歳,60代,60,平成,12,2000,54778,24835,29943
114604,39,高知県,中国・四国,70〜74歳,70代,70,平成,12,2000,51500,22397,29103
114605,39,高知県,中国・四国,75〜79歳,70代,70,平成,12,2000,38533,14798,23735
114606,39,高知県,中国・四国,80〜84歳,80歳以上,80,平成,12,2000,24456,8366,16090
114607,39,高知県,中国・四国,85歳以上,80歳以上,80,平成,12,2000,22462,6093,16369
114608,39,高知県,中国・四国,総数,総数,0,平成,17,2005,796292,374435,421857
114609,39,高知県,中国・四国,0〜4歳,0〜5歳,5,平成,17,2005,31346,15921,15425
114610,39,高知県,中国・四国,5〜9歳,6~15歳,6,平成,17,2005,34335,17665,16670
114611,39,高知県,中国・四国,10〜14歳,6~15歳,6,平成,17,2005,36740,18865,17875
114612,39,高知県,中国・四国,15〜19歳,15~20歳,15,平成,17,2005,39072,20001,19071
114613,39,高知県,中国・四国,20〜24歳,20代,20,平成,17,2005,37696,18899,18797
114614,39,高知県,中国・四国,25〜29歳,20代,20,平成,17,2005,43869,21924,21945
114615,39,高知県,中国・四国,30〜34歳,30代,30,平成,17,2005,51268,25289,25979
114616,39,高知県,中国・四国,35〜39歳,30代,30,平成,17,2005,43312,20897,22415
114617,39,高知県,中国・四国,40〜44歳,40代,40,平成,17,2005,45140,21973,23167
114618,39,高知県,中国・四国,45〜49歳,40代,40,平成,17,2005,48117,23707,24410
114619,39,高知県,中国・四国,50〜54歳,50代,50,平成,17,2005,56435,27866,28569
114620,39,高知県,中国・四国,55〜59歳,50代,50,平成,17,2005,67977,33445,34532
114621,39,高知県,中国・四国,60〜64歳,60代,60,平成,17,2005,54481,25705,28776
114622,39,高知県,中国・四国,65〜69歳,60代,60,平成,17,2005,48888,22260,26628
114623,39,高知県,中国・四国,70〜74歳,70代,70,平成,17,2005,51133,22412,28721
114624,39,高知県,中国・四国,75〜79歳,70代,70,平成,17,2005,46074,18899,27175
114625,39,高知県,中国・四国,80〜84歳,80歳以上,80,平成,17,2005,31925,11143,20782
114626,39,高知県,中国・四国,85歳以上,80歳以上,80,平成,17,2005,28355,7495,20860
114627,39,高知県,中国・四国,総数,総数,0,平成,22,2010,764456,359134,405322
114628,39,高知県,中国・四国,0〜4歳,0〜5歳,5,平成,22,2010,27885,14358,13527
114629,39,高知県,中国・四国,5〜9歳,6~15歳,6,平成,22,2010,30872,15725,15147
114630,39,高知県,中国・四国,10〜14歳,6~15歳,6,平成,22,2010,34041,17522,16519
114631,39,高知県,中国・四国,15〜19歳,15~20歳,15,平成,22,2010,35086,18222,16864
114632,39,高知県,中国・四国,20〜24歳,20代,20,平成,22,2010,29081,14454,14627
114633,39,高知県,中国・四国,25〜29歳,20代,20,平成,22,2010,35268,17481,17787
114634,39,高知県,中国・四国,30〜34歳,30代,30,平成,22,2010,42608,21375,21233
114635,39,高知県,中国・四国,35〜39歳,30代,30,平成,22,2010,50102,24748,25354
114636,39,高知県,中国・四国,40〜44歳,40代,40,平成,22,2010,42375,20462,21913
114637,39,高知県,中国・四国,45〜49歳,40代,40,平成,22,2010,44094,21424,22670
114638,39,高知県,中国・四国,50〜54歳,50代,50,平成,22,2010,47162,23127,24035
114639,39,高知県,中国・四国,55〜59歳,50代,50,平成,22,2010,55087,26911,28176
114640,39,高知県,中国・四国,60〜64歳,60代,60,平成,22,2010,66677,32571,34106
114641,39,高知県,中国・四国,65〜69歳,60代,60,平成,22,2010,52209,24182,28027
114642,39,高知県,中国・四国,70〜74歳,70代,70,平成,22,2010,45583,20154,25429
114643,39,高知県,中国・四国,75〜79歳,70代,70,平成,22,2010,45774,18992,26782
114644,39,高知県,中国・四国,80〜84歳,80歳以上,80,平成,22,2010,38124,14193,23931
114645,39,高知県,中国・四国,85歳以上,80歳以上,80,平成,22,2010,36458,9599,26859
114646,39,高知県,中国・四国,総数,総数,0,平成,27,2015,728276,342672,385604
114647,39,高知県,中国・四国,0〜4歳,0〜5歳,5,平成,27,2015,25144,12728,12416
114648,39,高知県,中国・四国,5〜9歳,6~15歳,6,平成,27,2015,27922,14338,13584
114649,39,高知県,中国・四国,10〜14歳,6~15歳,6,平成,27,2015,30818,15711,15107
114650,39,高知県,中国・四国,15〜19歳,15~20歳,15,平成,27,2015,32785,17032,15753
114651,39,高知県,中国・四国,20〜24歳,20代,20,平成,27,2015,26702,13770,12932
114652,39,高知県,中国・四国,25〜29歳,20代,20,平成,27,2015,28521,14114,14407
114653,39,高知県,中国・四国,30〜34歳,30代,30,平成,27,2015,35291,17468,17823
114654,39,高知県,中国・四国,35〜39歳,30代,30,平成,27,2015,42328,21241,21087
114655,39,高知県,中国・四国,40〜44歳,40代,40,平成,27,2015,49601,24487,25114
114656,39,高知県,中国・四国,45〜49歳,40代,40,平成,27,2015,41711,20160,21551
114657,39,高知県,中国・四国,50〜54歳,50代,50,平成,27,2015,43494,21125,22369
114658,39,高知県,中国・四国,55〜59歳,50代,50,平成,27,2015,46146,22455,23691
114659,39,高知県,中国・四国,60〜64歳,60代,60,平成,27,2015,54026,26170,27856
114660,39,高知県,中国・四国,65〜69歳,60代,60,平成,27,2015,64157,30996,33161
114661,39,高知県,中国・四国,70〜74歳,70代,70,平成,27,2015,48963,22089,26874
114662,39,高知県,中国・四国,75〜79歳,70代,70,平成,27,2015,41011,17381,23630
114663,39,高知県,中国・四国,80〜84歳,80歳以上,80,平成,27,2015,38401,14805,23596
114664,39,高知県,中国・四国,85歳以上,80歳以上,80,平成,27,2015,44480,12648,31832
114665,40,福岡県,九州・沖縄,総数,総数,0,大正,9,1920,2188249,1116818,1071431
114666,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,大正,9,1920,279995,140720,139275
114667,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,大正,9,1920,258471,130294,128177
114668,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,大正,9,1920,234187,118879,115308
114669,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,大正,9,1920,220946,115000,105946
114670,40,福岡県,九州・沖縄,20〜24歳,20代,20,大正,9,1920,209052,109780,99272
114671,40,福岡県,九州・沖縄,25〜29歳,20代,20,大正,9,1920,171224,90284,80940
114672,40,福岡県,九州・沖縄,30〜34歳,30代,30,大正,9,1920,145656,76756,68900
114673,40,福岡県,九州・沖縄,35〜39歳,30代,30,大正,9,1920,135738,70538,65200
114674,40,福岡県,九州・沖縄,40〜44歳,40代,40,大正,9,1920,125012,64930,60082
114675,40,福岡県,九州・沖縄,45〜49歳,40代,40,大正,9,1920,104555,53677,50878
114676,40,福岡県,九州・沖縄,50〜54歳,50代,50,大正,9,1920,84510,43181,41329
114677,40,福岡県,九州・沖縄,55〜59歳,50代,50,大正,9,1920,68253,34295,33958
114678,40,福岡県,九州・沖縄,60〜64歳,60代,60,大正,9,1920,55263,26839,28424
114679,40,福岡県,九州・沖縄,65〜69歳,60代,60,大正,9,1920,41579,19212,22367
114680,40,福岡県,九州・沖縄,70〜74歳,70代,70,大正,9,1920,29849,13167,16682
114681,40,福岡県,九州・沖縄,75〜79歳,70代,70,大正,9,1920,15617,6367,9250
114682,40,福岡県,九州・沖縄,80歳以上,80歳以上,80,大正,9,1920,8342,2899,5443
114683,40,福岡県,九州・沖縄,総数,総数,0,大正,14,1925,2301668,1166165,1135503
114684,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,大正,14,1925,319325,160880,158445
114685,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,大正,14,1925,256765,129117,127648
114686,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,大正,14,1925,253296,128479,124817
114687,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,大正,14,1925,230773,117700,113073
114688,40,福岡県,九州・沖縄,20〜24歳,20代,20,大正,14,1925,203661,104707,98954
114689,40,福岡県,九州・沖縄,25〜29歳,20代,20,大正,14,1925,187349,97057,90292
114690,40,福岡県,九州・沖縄,30〜34歳,30代,30,大正,14,1925,154596,81269,73327
114691,40,福岡県,九州・沖縄,35〜39歳,30代,30,大正,14,1925,133909,70104,63805
114692,40,福岡県,九州・沖縄,40〜44歳,40代,40,大正,14,1925,123108,63734,59374
114693,40,福岡県,九州・沖縄,45〜49歳,40代,40,大正,14,1925,114910,58979,55931
114694,40,福岡県,九州・沖縄,50〜54歳,50代,50,大正,14,1925,93579,47023,46556
114695,40,福岡県,九州・沖縄,55〜59歳,50代,50,大正,14,1925,73342,36414,36928
114696,40,福岡県,九州・沖縄,60〜64歳,60代,60,大正,14,1925,57904,27927,29977
114697,40,福岡県,九州・沖縄,65〜69歳,60代,60,大正,14,1925,42920,19872,23048
114698,40,福岡県,九州・沖縄,70〜74歳,70代,70,大正,14,1925,29269,12508,16761
114699,40,福岡県,九州・沖縄,75〜79歳,70代,70,大正,14,1925,17526,7152,10374
114700,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,大正,14,1925,7098,2562,4536
114701,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,大正,14,1925,2338,681,1657
114702,40,福岡県,九州・沖縄,総数,総数,0,昭和,5,1930,2527119,1280624,1246495
114703,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,5,1930,352302,177311,174991
114704,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,5,1930,301700,152187,149513
114705,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,5,1930,255649,128820,126829
114706,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,5,1930,256622,130720,125902
114707,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,5,1930,227143,116786,110357
114708,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,5,1930,201022,104367,96655
114709,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,5,1930,182078,95391,86687
114710,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,5,1930,151191,79988,71203
114711,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,5,1930,127656,67333,60323
114712,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,5,1930,115644,59213,56431
114713,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,5,1930,104855,52877,51978
114714,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,5,1930,83611,40972,42639
114715,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,5,1930,63327,29990,33337
114716,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,5,1930,46041,21117,24924
114717,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,5,1930,30268,13061,17207
114718,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,5,1930,17314,6812,10502
114719,40,福岡県,九州・沖縄,80歳以上,80歳以上,80,昭和,5,1930,10696,3679,7017
114720,40,福岡県,九州・沖縄,総数,総数,0,昭和,10,1935,2755804,1392799,1363005
114721,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,10,1935,376824,190282,186542
114722,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,10,1935,333596,167971,165625
114723,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,10,1935,301036,152042,148994
114724,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,10,1935,263102,133864,129238
114725,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,10,1935,247968,125952,122016
114726,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,10,1935,221158,113576,107582
114727,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,10,1935,193699,101161,92538
114728,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,10,1935,173657,91197,82460
114729,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,10,1935,141122,74750,66372
114730,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,10,1935,118292,61552,56740
114731,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,10,1935,105797,53243,52554
114732,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,10,1935,93640,45572,48068
114733,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,10,1935,72440,33842,38598
114734,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,10,1935,50796,22717,28079
114735,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,10,1935,33399,14283,19116
114736,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,10,1935,18149,7118,11031
114737,40,福岡県,九州・沖縄,80歳以上,80歳以上,80,昭和,10,1935,11129,3677,7452
114738,40,福岡県,九州・沖縄,総数,総数,0,昭和,15,1940,3092573,1575841,1516732
114739,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,15,1940,391541,198215,193326
114740,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,15,1940,367170,185549,181621
114741,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,15,1940,340939,172092,168847
114742,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,15,1940,335581,177299,158282
114743,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,15,1940,269863,138670,131193
114744,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,15,1940,257882,135043,122839
114745,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,15,1940,222647,116476,106171
114746,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,15,1940,191722,100818,90904
114747,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,15,1940,167893,88589,79304
114748,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,15,1940,134322,70613,63709
114749,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,15,1940,110004,56218,53786
114750,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,15,1940,95335,46207,49128
114751,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,15,1940,81283,37687,43596
114752,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,15,1940,58499,25671,32828
114753,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,15,1940,36636,15156,21480
114754,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,15,1940,19926,7782,12144
114755,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,15,1940,8137,2872,5265
114756,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,15,1940,3184,879,2305
114757,40,福岡県,九州・沖縄,総数,総数,0,昭和,20,1945,2746855,1304677,1442178
114758,40,福岡県,九州・沖縄,1〜5歳,0〜5歳,5,昭和,20,1945,343957,173940,170017
114759,40,福岡県,九州・沖縄,6〜10歳,6~15歳,6,昭和,20,1945,322911,163368,159543
114760,40,福岡県,九州・沖縄,11〜15歳,6~15歳,6,昭和,20,1945,331264,167367,163897
114761,40,福岡県,九州・沖縄,16〜20歳,15~20歳,15,昭和,20,1945,301556,150512,151044
114762,40,福岡県,九州・沖縄,21〜25歳,20代,20,昭和,20,1945,216056,84278,131778
114763,40,福岡県,九州・沖縄,26〜30歳,20代,20,昭和,20,1945,169544,64716,104828
114764,40,福岡県,九州・沖縄,31〜35歳,30代,30,昭和,20,1945,169488,70504,98984
114765,40,福岡県,九州・沖縄,36〜40歳,30代,30,昭和,20,1945,167171,76243,90928
114766,40,福岡県,九州・沖縄,41〜45歳,40代,40,昭和,20,1945,160961,81297,79664
114767,40,福岡県,九州・沖縄,46〜50歳,40代,40,昭和,20,1945,146455,75457,70998
114768,40,福岡県,九州・沖縄,51〜55歳,50代,50,昭和,20,1945,116325,60241,56084
114769,40,福岡県,九州・沖縄,56〜60歳,50代,50,昭和,20,1945,93965,46925,47040
114770,40,福岡県,九州・沖縄,61〜65歳,60代,60,昭和,20,1945,75697,35504,40193
114771,40,福岡県,九州・沖縄,66〜70歳,60代,60,昭和,20,1945,60419,26622,33797
114772,40,福岡県,九州・沖縄,71〜75歳,70代,70,昭和,20,1945,39658,16232,23426
114773,40,福岡県,九州・沖縄,76〜80歳,70代,70,昭和,20,1945,19872,7542,12330
114774,40,福岡県,九州・沖縄,81〜85歳,80歳以上,80,昭和,20,1945,8702,3054,5648
114775,40,福岡県,九州・沖縄,86歳以上,80歳以上,80,昭和,20,1945,2854,875,1979
114776,40,福岡県,九州・沖縄,総数,総数,0,昭和,25,1950,3530169,1745606,1784563
114777,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,25,1950,507801,259612,248189
114778,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,25,1950,392292,198966,193326
114779,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,25,1950,350537,177173,173364
114780,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,25,1950,359500,180993,178507
114781,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,25,1950,345579,175912,169667
114782,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,25,1950,281688,131681,150007
114783,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,25,1950,227255,105558,121697
114784,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,25,1950,216229,104255,111974
114785,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,25,1950,190157,94475,95682
114786,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,25,1950,166535,85028,81507
114787,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,25,1950,142557,72688,69869
114788,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,25,1950,111381,55755,55626
114789,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,25,1950,85528,40664,44864
114790,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,25,1950,65121,28685,36436
114791,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,25,1950,47135,19430,27705
114792,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,25,1950,26520,9955,16565
114793,40,福岡県,九州・沖縄,80歳以上,80歳以上,80,昭和,25,1950,14236,4714,9522
114794,40,福岡県,九州・沖縄,総数,総数,0,昭和,30,1955,3859764,1895365,1964399
114795,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,30,1955,430793,219838,210955
114796,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,30,1955,500266,255505,244761
114797,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,30,1955,394609,199921,194688
114798,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,30,1955,364394,182519,181875
114799,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,30,1955,365413,179190,186223
114800,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,30,1955,339614,168310,171304
114801,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,30,1955,276254,127438,148816
114802,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,30,1955,221997,101955,120042
114803,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,30,1955,210782,100532,110250
114804,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,30,1955,183900,90300,93600
114805,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,30,1955,158582,79770,78812
114806,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,30,1955,133907,66817,67090
114807,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,30,1955,100787,48980,51807
114808,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,30,1955,73299,33575,39724
114809,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,30,1955,51892,21536,30356
114810,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,30,1955,32985,12530,20455
114811,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,30,1955,15047,5038,10009
114812,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,30,1955,5216,1597,3619
114813,40,福岡県,九州・沖縄,総数,総数,0,昭和,35,1960,4006679,1954636,2052043
114814,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,35,1960,340946,174395,166551
114815,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,35,1960,422558,215315,207243
114816,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,35,1960,493851,252095,241756
114817,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,35,1960,384707,192136,192571
114818,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,35,1960,344347,164239,180108
114819,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,35,1960,355407,172440,182967
114820,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,35,1960,328732,162649,166083
114821,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,35,1960,267304,122771,144533
114822,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,35,1960,214103,97701,116402
114823,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,35,1960,202662,95990,106672
114824,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,35,1960,174985,84908,90077
114825,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,35,1960,147796,72684,75112
114826,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,35,1960,121424,58908,62516
114827,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,35,1960,86957,40584,46373
114828,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,35,1960,58439,25377,33062
114829,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,35,1960,35996,13849,22147
114830,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,35,1960,18789,6439,12350
114831,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,35,1960,7676,2156,5520
114832,40,福岡県,九州・沖縄,総数,総数,0,昭和,40,1965,3964611,1911317,2053294
114833,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,40,1965,314309,160122,154187
114834,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,40,1965,323228,164452,158776
114835,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,40,1965,402854,204325,198529
114836,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,40,1965,445986,222635,223351
114837,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,40,1965,335115,156178,178937
114838,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,40,1965,321165,149916,171249
114839,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,40,1965,333802,161697,172105
114840,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,40,1965,307547,151319,156228
114841,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,40,1965,249662,113398,136264
114842,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,40,1965,200984,90498,110486
114843,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,40,1965,189248,88490,100758
114844,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,40,1965,162291,77680,84611
114845,40,福岡県,九州・沖縄,60〜64歳,60代,60,昭和,40,1965,133182,64144,69038
114846,40,福岡県,九州・沖縄,65〜69歳,60代,60,昭和,40,1965,104367,48960,55407
114847,40,福岡県,九州・沖縄,70〜74歳,70代,70,昭和,40,1965,69474,30860,38614
114848,40,福岡県,九州・沖縄,75〜79歳,70代,70,昭和,40,1965,41160,16669,24491
114849,40,福岡県,九州・沖縄,80〜84歳,80歳以上,80,昭和,40,1965,20205,7035,13170
114850,40,福岡県,九州・沖縄,85歳以上,80歳以上,80,昭和,40,1965,10032,2939,7093
114851,40,福岡県,九州・沖縄,総数,総数,0,昭和,45,1970,4027416,1932033,2095383
114852,40,福岡県,九州・沖縄,0〜4歳,0〜5歳,5,昭和,45,1970,325251,167160,158091
114853,40,福岡県,九州・沖縄,5〜9歳,6~15歳,6,昭和,45,1970,305084,155888,149196
114854,40,福岡県,九州・沖縄,10〜14歳,6~15歳,6,昭和,45,1970,313060,159361,153699
114855,40,福岡県,九州・沖縄,15〜19歳,15~20歳,15,昭和,45,1970,376613,189236,187377
114856,40,福岡県,九州・沖縄,20〜24歳,20代,20,昭和,45,1970,408023,192552,215471
114857,40,福岡県,九州・沖縄,25〜29歳,20代,20,昭和,45,1970,325396,152689,172707
114858,40,福岡県,九州・沖縄,30〜34歳,30代,30,昭和,45,1970,312427,148490,163937
114859,40,福岡県,九州・沖縄,35〜39歳,30代,30,昭和,45,1970,319360,154568,164792
114860,40,福岡県,九州・沖縄,40〜44歳,40代,40,昭和,45,1970,291840,142205,149635
114861,40,福岡県,九州・沖縄,45〜49歳,40代,40,昭和,45,1970,239278,107321,131957
114862,40,福岡県,九州・沖縄,50〜54歳,50代,50,昭和,45,1970,191924,85158,106766
114863,40,福岡県,九州・沖縄,55〜59歳,50代,50,昭和,45,1970,177350,81276,96074
